day,date,spot_price,mark_price,theoretical_price,payoff,delta,gamma,theta,vega,net_position,hedge_position,funding_rate,funding_payment,cumulative_funding,cumulative_fees,cumulative_hedge_pnl,mtm_pnl,lp_equity,lp_pnl,daily_pnl
162,2024-06-11,3667.303883456622,687.0772945641642,687.0773151955216,667.3038834566219,0.944871440946002,0.00018891624114497342,-2.6080680492056985,0.7264271537685845,-47.20685902215341,-22.30220645339844,19.7734111075423,-933.4406305407174,-2020759.9149917716,3266.7353157177517,108250.95102938266,0.0,-909242.2286466712,-1909242.2286466712,-19286.140233901097
163,2024-06-12,3803.607753808885,817.3851354175931,817.3851392762117,803.6077538088848,0.9655866744440676,0.00011998843599689004,-1.9130472365901228,0.525498998112851,116.56590229268599,56.2772409741834,13.77738160870831,1605.9729184496682,-2019153.942073322,3406.0491453299196,105211.07397238923,0.0,-910536.8189556026,-1910536.8189556026,-1294.5903089314234
164,2024-06-13,3789.5284410189174,803.8024343054091,803.8024249358136,789.5284410189174,0.9638566816502606,0.00012580497720507088,-1.9741320358087624,0.5439944515682711,130.39556797302123,62.84131972418862,14.273993286491645,1861.265461835079,-2017292.6766114868,3574.3491229181154,104418.72909375731,0.0,-909299.5983948114,-1909299.5983948114,1237.2205607912038
165,2024-06-14,3690.597715495698,709.136967144764,709.1369578979323,690.5977154956981,0.9491072480911177,0.00017493870253226123,-2.471680216804652,0.6885854767691597,265.9584590868461,126.21155060523532,18.539251649065818,4930.67080120882,-2012362.005810278,3708.5570695435545,98201.79174060676,0.0,-910451.6570001277,-1910451.6570001277,-1152.0586053163279
166,2024-06-15,3809.8232560060064,823.3890689141256,823.3890470153973,809.8232560060064,0.966324713509811,0.00011750316890988834,-1.886784401562092,0.5174946328931461,-11.1190864048761,-5.372323992341364,13.565812908119142,-150.83944587782025,-2012512.8452561558,3884.938606725478,113249.43208016006,0.0,-895378.4745692702,-1895378.4745692702,15073.18243085756
167,2024-06-16,3618.8703973070565,641.5477176826158,641.5477183959583,618.8703973070565,0.9349536114222979,0.0002214443616606494,-2.9181466456009986,0.8097478816715322,-163.51366559456613,-76.43884608226878,22.67732037555936,-3708.0517804699484,-2016220.8970366258,4045.662496189695,114275.29270435461,0.0,-897899.9418360817,-1897899.9418360817,-2521.4672668115236
168,2024-06-17,3402.528223457802,445.912827524527,445.91283481581127,402.52822345780214,0.8656859805588066,0.0004428175183174255,-4.836953423127355,1.249061421652981,-372.2416981619774,-161.12220973911337,43.384604066724876,-16149.558691882761,-2032370.4557285085,4136.192115329036,130812.23883232128,0.0,-897422.0247808583,-1897422.0247808583,477.91705522336997
169,2024-06-18,3455.296381229138,492.1772137998191,492.177232120708,455.2963812291382,0.8872137324953085,0.00037490045187724293,-4.276654532256127,1.1337071287159393,-436.437418064839,-193.6066353409606,36.88083257068092,-16096.175343229668,-2048466.6310717382,4252.519628470027,122310.11664834135,0.0,-921903.9947949268,-1921903.9947949268,-24481.97001406853
170,2024-06-19,3561.7522126908484,588.5295609381719,588.5295866238052,561.7522126908484,0.9210527221080061,0.00026661742925873633,-3.334101673332865,0.9158475036642177,-517.8879122289901,-238.50103565267176,26.777348247323516,-13867.664978835033,-2062334.2960505732,4358.325379652699,101699.56130661526,0.0,-956276.4093643052,-1956276.4093643052,-34372.414569378365
171,2024-06-20,3615.5968536433847,638.4882646074794,638.4882976740166,615.5968536433847,0.9342248147375694,0.00022382433256543354,-2.9404642647841523,0.8156029674483117,-657.7936190680425,-307.2635609546986,22.89141096409469,-15057.824063645676,-2077392.120114219,4495.9577799117815,88857.55867508918,0.0,-984038.603659218,-1984038.603659218,-27762.19429491274
172,2024-06-21,3690.569357338297,709.1099963907377,709.1100430355439,690.5693573382969,0.9491022869192798,0.00017495510552384232,-2.471841475152046,0.6886306601125811,-416.94714568332154,-197.8627447462533,18.540639052440838,-7730.466532059945,-2085122.5866462789,4644.894819083126,65821.24021610119,0.0,-1014656.4516110944,-2014656.4516110944,-30617.847951876465
173,2024-06-22,3324.997741283248,380.2412518871217,380.2412677411728,324.99774128324816,0.8268309670178944,0.0005641836389843758,-5.792916870477312,1.4222393230884156,-524.4865980204537,-216.8308805145887,55.24351060387352,-28974.480939332396,-2114097.0675856113,4734.476549338475,138154.24357007668,0.0,-971208.3474661959,-1971208.347466196,43448.104144898476
174,2024-06-23,3424.356467550183,464.91233796246524,464.91236234649557,424.35646755018297,0.8750275946580158,0.00041342130284891546,-4.596965648781061,1.2009206409345514,-666.7816692819814,-291.7261801169344,40.555870412282275,-27041.910972685087,-2141138.9785582963,4836.566332960264,116610.20346680918,0.0,-1019692.2087585272,-2019692.2087585272,-48483.86129233125
175,2024-06-24,3687.5419169863876,706.237449831218,706.2374969218397,687.5419169863876,0.9485699614961465,0.0001767146766745162,-2.4891230635123813,0.6934667312337152,-609.0823890437549,-288.87862916160776,18.69553284483038,-11387.119809575379,-2152526.0983678717,4955.5005558334515,39832.117640426615,0.0,-1107738.4801716115,-2107738.4801716115,-88046.27141308435
176,2024-06-25,3846.984515161004,859.376684445127,859.3767367882506,846.9845151610039,0.9704285367760354,0.00010363970390907579,-1.738373772572261,0.4716563924214483,-375.0455445431115,-181.97744950767154,12.392169284123156,-4647.627877234481,-2157173.726245106,5136.18040925026,-6227.4415502215925,0.0,-1158264.9873860776,-2158264.9873860776,-50526.50721446611
177,2024-06-26,4006.6886247650323,1015.469496710014,1015.4695347947466,1006.6886247650323,0.9831888968911344,5.996316146914284e-05,-1.2444715037243628,0.3110976540843192,-106.39780545969842,-52.30457049077921,8.780871944981754,-934.2655049688183,-2158107.991750075,5315.018007469886,-35289.988091856314,0.0,-1188082.9618344614,-2188082.9618344614,-29817.974448383786
178,2024-06-27,4052.6328523207935,1060.701433065334,1060.7014443509645,1052.6328523207935,0.9857354508349024,5.1117512379516025e-05,-1.1379744594439178,0.2746803725746122,49.095509601339785,24.197592145422973,8.06858074454044,396.13108341256157,-2157711.8606666625,5503.016970359144,-37693.08118069103,0.0,-1189901.9248769945,-2189901.9248769945,-1818.9630425330251
179,2024-06-28,4106.850621180176,1114.216435715487,1114.2164302451847,1106.850621180176,0.9882603892290229,4.2291928868591614e-05,-1.0287087343709111,0.23656106890170547,29.014662686596928,14.337020920002544,7.365814535311074,213.71662415424362,-2157498.144042508,5703.163685076777,-36381.14172279688,0.0,-1188176.1220802283,-2188176.1220802283,1725.802796766162
180,2024-06-29,4075.0678745929963,1082.8289798257458,1082.8289766839541,1075.0678745929963,0.9868385590704373,4.726895285458445e-05,-1.0907298240914505,0.2582955151361881,161.6246930215069,79.74873958577282,7.7611052327495145,1254.3862507506274,-2156243.7577917576,5886.914077803201,-36836.81162551241,0.0,-1187193.6553394669,-2187193.655339467,982.4667407614179
181,2024-06-30,4153.18007754458,1160.0450388829972,1160.045020133805,1153.18007754458,0.9900685843968062,3.593300929396449e-05,-0.947758965961008,0.20778901831464233,533.7588481950539,264.2289336208734,6.864961338417288,3664.2338568973355,-2152579.5239348602,6132.284675786516,-30607.46189385568,0.0,-1177054.701152929,-2177054.701152929,10138.954186537769
